title,content,examples,constraints,conditions,cases,type,difficulty,topics,acceptanceRate
Two Sum,Given an array of integers nums and an integer target, return indices of the two numbers such that they add up to target.,"[""Input: nums = [2,7,11,15], target = 9"",""Output: [0,1]""]","[""You may assume that each input would have exactly one solution"",""You may not use the same element twice""]","[""The array is non-empty"",""There is exactly one solution""]","[{""inputs"":[{""type"":""array"",""value"":""[2,7,11,15]""},{""type"":""number"",""value"":""9""}],""expectedOutput"":""[0,1]""}]",solo,easy,"[""Array"",""Hash Table""]",95.0
Valid Parentheses,Given a string s containing just the characters '(', ')', '{', '}', '[' and ']', determine if the input string is valid.,"[""Input: s = ""()""""",""Output: true""]","[""1 <= s.length <= 10^4"",""s consists of parentheses only '()[]{}'"""]","[""Open brackets must be closed by the same type of brackets"",""Open brackets must be closed in the correct order""]","[{""inputs"":[{""type"":""string"",""value"":""()""}],""expectedOutput"":""true""}]",solo,easy,"[""String"",""Stack""]",90.5
